pedidos,casos,id_general,estado,organismo_informante,nro_de_expediente_interno,forma_del_pedido,punto_de_ingreso,sector_al_que_se_dirige_la_solicitud,isodatetime_fecha_de_recepcion_de_la_solicitud_por_el_organismo,fecha_de_recepcion_de_la_solicitud_por_el_organismo,isodatetime_fecha_de_recepcion_de_la_solicitud_por_el_enlace,fecha_de_recepcion_de_la_solicitud_por_el_enlace,perfil_del_solicitante,sintesis_de_la_solicitud,rubro_de_solicitud_de_informacion,sector_al_que_derivo_el_enlace_dentro_del_organismo,plazo_en_el_que_se_contesto_la_solicitud,forma_de_aviso_de_uso_de_la_prorroga_al_solicitante,condicion_de_respuesta,isodatetime_fecha_de_la_respuesta,fecha_de_la_respuesta,cargo_del_funcionario_que_firma_la_entrega_de_la_informacion
29.0,48,MDS-764-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70376-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Explique si las receptoras del EH deben finalizar el ciclo de educación obligatoria antes de la incorporacion o en forma simultanea,Información político - institucional,Coordinación de Financiamiento Para el Formato del Ing. Soc. Con Trabajo.,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
29.0,49,MDS-765-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70376-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,"En el caso de que deban primero cumplir con la terminalidad educativa, informe cantidad de receptoras que se encuentran en la etapa de terminalidad educativa y cantidad que ya se desempeñan en cooperativas",Información político - institucional,Coordinación de Financiamiento Para el Formato del Ing. Soc. Con Trabajo.,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
29.0,50,MDS-766-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70376-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,"Actividades que desempeñan las cooperativas que integran E.H., tanto en el MDS como en ENHOSA",Información político - institucional,Coordinación de Financiamiento Para el Formato del Ing. Soc. Con Trabajo.,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
29.0,51,MDS-767-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70376-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Informe si las herramientas y materiales se entregan dierctamente a las receptoras del EH,Información político - institucional,Coordinación de Financiamiento Para el Formato del Ing. Soc. Con Trabajo.,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
29.0,52,MDS-768-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70376-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Estrategias  para el cuidado de los hijos de las receptoras,Información político - institucional,Coordinación de Financiamiento Para el Formato del Ing. Soc. Con Trabajo.,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
29.0,53,MDS-767-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70376-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Estrategias que prevee la linea EH en caso de mujeres embarazadas y puerperas,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
29.0,54,MDS-768-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70376-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Informe si las partidas de financiamiento tienen origen a traves del MDS y a través de éste desde el ENHOSA o con fondos propios de este ultimo,Información político - institucional,Coordinación de Financiamiento Para el Formato del Ing. Soc. Con Trabajo.,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
30.0,55,MDS-769-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70373-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,"Informe capacitaciones, actividades e incentivos liquidados desde el ENHOSA ya están incluídos en el total de incentivos transferidos desde el MDS",Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-25T00:00:00-03:00,25/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
30.0,56,MDS-770-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70373-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Informe materiales y herramientas que incluye el Kit de instalación domiciliaria entregadas desde el ENHOSA a las receptoras de la linea EH,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-25T00:00:00-03:00,25/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
30.0,57,MDS-771-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70373-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Cantidad de cooperativas que reciben transferencias y son coordinadas por el ENHOSA desde 2009,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-25T00:00:00-03:00,25/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
30.0,58,MDS-772-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70373-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,En cuanto al modulo Saneamiento integral del Hábitat implementado desde el ENHOSA informe provincias y municipios que lo implementan,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-25T00:00:00-03:00,25/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
30.0,59,MDS-773-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70373-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular, EH desde ENHOSA indique municipios donde se implementa,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-25T00:00:00-03:00,25/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
30.0,60,MDS-774-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70373-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Acciones del PRIST-AT llevadas adelante en conjunto con el ENHOSA,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-25T00:00:00-03:00,25/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,61,MDS-775-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Informe la cantidad de cooperativas en el marco del programa según cada año desde 2009 a la fecha.,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,62,MDS-776-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Remita un listado de entes ejecutores desde 2009 a la feha,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,63,MDS-777-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Para cada ente ejecutor informe: cantidad de cooperativas que coordina desde el 2009 a la fecha; montos conveniados. ,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,64,MDS-778-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Informe cantidad de receptores del progrma según distribucion territorial  desde 2009,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,65,MDS-779-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Informe cantidad de receptores que cobran incentivos por productividad y presentismo según distribucion territorial desde 2012,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,66,MDS-780-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Cantidad de receptores inscriptos en el monotributo social desde 2009 de la linea Ellas Hacen,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,67,MDS-781-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Monto del adicional por hijo a los mototributistas  y cantidad de receptores,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,68,MDS-782-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Cantidad de receptores inscriptos en una obra social,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,69,MDS-783-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Distribucion territorial de los pormotores comunitarios de salud que integran los equipos de salud profesionales,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,70,MDS-784-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Monto del incentivo general y si son mensuales o bimestrales,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,71,MDS-785-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,"Cantidad de cooperativas creadas en el marco del programa que han sido dadas de baja, razones.",Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
31.0,72,MDS-786-2015,Cerrado fuera de plazo,Ministerio de Desarrollo Social,N-70371-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-09-09T00:00:00-03:00,9/9/2015,2015-09-11T00:00:00-03:00,9/11/2015,Particular,Cantidad de receptores que egresaron del programa indicando motivo.,Información político - institucional,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,"Se contestó, pero luego de los 20 días",Por carta,Brindó la información,2015-11-26T00:00:00-03:00,26/11/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
32.0,73,MDS-787-2015,Cerrado en plazo,Ministerio de Desarrollo Social,N-77253-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-10-07T00:00:00-03:00,10/7/2015,2015-10-08T00:00:00-03:00,10/8/2015,Particular,"Presupuesto asignado para los años 2013, 2014 y 2015, de manera desagregada por cada año, al Consejo Nacional de Coordinación de Políticas Sociales, al Consejo Nacional de las Mujeres, en particular el destinado al servicio telefónico de atención 144 y Plan ""Ellas Hacen"".",Asignación de presupuesto,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,En el plazo de 10 días,,Brindó la información,2015-10-19T00:00:00-03:00,19/10/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
32.0,74,MDS-788-2015,Cerrado en plazo,Ministerio de Desarrollo Social,N-77253-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-10-07T00:00:00-03:00,10/7/2015,2015-10-08T00:00:00-03:00,10/8/2015,Particular,"El presupuesto ejecutado  en los años 2013, 2014 y 2015, desagregado por año, por el Consejo N. C. de Políticas Sociales, el Consejo Nacional de las Mujeres, en paritucular por el servicio telefónico de atención 144 y por el Plan ""Ellas Hacen""",Asignación de presupuesto,Consejo Nacional de Coordinación de Políticas Sociales,En el plazo de 10 días,,Brindó la información,2015-10-19T00:00:00-03:00,19/10/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
32.0,75,MDS-789-2015,Cerrado en plazo,Ministerio de Desarrollo Social,N-77253-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-10-07T00:00:00-03:00,10/7/2015,2015-10-08T00:00:00-03:00,10/8/2015,Particular,"Indique para esos Consejos y Plan y para dichos años de manera desagregada, a qué se corresponden los distintos recursos asignados y/o ejecutados 8gastos de personal, bienes de consumo, etc.)",Asignación de presupuesto,Coordinacion de Financiamiento Para el Fomento de Ingreso Social Con Trabajo,En el plazo de 10 días,,Brindó la información,2015-10-19T00:00:00-03:00,19/10/2015,Coordinadora de Financiamiento para el Fomento del Ingreso Social con Trabajo
33.0,76,MDS-790-2015,Cerrado en plazo,Ministerio de Desarrollo Social,N-78168-2015,Nota,Mesa General de entradas,Ministra de Desarrollo Social,2015-10-13T00:00:00-03:00,10/13/2015,2015-10-13T00:00:00-03:00,10/13/2015,Particular,Cuántos planes haty hoy en día en Argentina,Información político - institucional,,En el plazo de 10 días,,Brindó la información,2015-10-21T00:00:00-03:00,21/10/2015,
